4.8415 5.7333 6.2572 6.3275 6.9176 7.6 7.6001 7.6551 7.8461 8.038 8.038 8.2529 8.253 8.8523 8.8884 9.2029 9.2031 10.412 10.748 10.818 11.734 11.766 11.766 12.595 12.822 12.966 13.245 13.245 13.377 13.439 13.439 13.882 14.237 14.237 15.125 15.125 16.22 17.228 17.229 17.742 20.279 20.597 22.043 22.044 22.764 22.885 23.499 23.499
4.6732 5.1315 5.5773 5.9641 6.8093 7.1876 7.9253 8.0648 8.0925 8.5613 8.6229 8.6366 9.0306 9.2291 9.3643 9.7399 9.8251 9.9223 10.427 10.494 11.434 11.96 12.032 12.116 12.324 12.812 12.898 13.194 13.951 14.2 14.273 14.854 15.303 15.328 16.011 16.301 16.82 17.683 17.999 18.287 18.991 19.463 21.552 21.552 22.03 22.443 22.677 22.9
4.6371 4.9424 5.5234 6.1053 6.6567 6.8951 8.0121 8.106 8.5976 8.6856 8.8044 8.8765 8.9824 9.4546 9.5064 10.035 10.108 10.153 10.231 10.988 11.646 11.683 11.743 12.29 12.332 12.554 12.859 13.766 13.802 14.083 14.166 14.537 15.385 15.921 16.332 16.638 18.091 18.093 18.328 18.61 18.888 20.63 20.66 20.771 21.394 21.44 22.448 22.502
4.6732 5.1315 5.5773 5.9641 6.8093 7.1876 7.9253 8.0648 8.0925 8.5613 8.6229 8.6366 9.0306 9.2291 9.3643 9.7399 9.8251 9.9223 10.427 10.494 11.434 11.96 12.032 12.116 12.324 12.812 12.898 13.194 13.951 14.2 14.273 14.854 15.303 15.328 16.011 16.301 16.82 17.683 17.999 18.287 18.991 19.463 21.552 21.552 22.03 22.443 22.677 22.9
4.8415 5.7333 6.2572 6.3275 6.9176 7.6 7.6001 7.6551 7.8461 8.038 8.038 8.2529 8.253 8.8523 8.8884 9.2029 9.2031 10.412 10.748 10.818 11.734 11.766 11.766 12.595 12.822 12.966 13.245 13.245 13.377 13.439 13.439 13.882 14.237 14.237 15.125 15.125 16.22 17.228 17.229 17.742 20.279 20.597 22.043 22.044 22.764 22.885 23.499 23.499
6.2513 6.2514 6.7194 6.7194 6.9159 6.9159 7.15 7.1501 7.3857 7.3858 7.6157 7.6159 8.4449 8.445 9.2196 9.2197 10.861 10.861 11.143 11.143 11.487 11.487 11.944 11.945 12.436 12.436 12.913 12.913 13.19 13.19 13.355 13.355 13.605 13.606 14.239 14.239 16.582 16.582 17.988 17.989 21.12 21.121 21.793 21.793 23.469 23.469 23.507 23.507
4.6732 5.1315 5.5773 5.9641 6.8093 7.1876 7.9253 8.0648 8.0925 8.5613 8.6229 8.6366 9.0306 9.2291 9.3643 9.7399 9.8251 9.9223 10.427 10.494 11.434 11.96 12.032 12.116 12.324 12.812 12.898 13.194 13.951 14.2 14.273 14.854 15.303 15.328 16.011 16.301 16.82 17.683 17.999 18.287 18.991 19.463 21.552 21.552 22.03 22.443 22.677 22.9
2.9767 3.6632 4.1406 4.2095 5.956 6.6513 6.6757 7.3761 7.6226 8.875 8.8751 8.9584 8.969 9.4323 9.4324 9.7613 9.9744 9.9744 10.32 10.801 10.801 10.824 11.596 12.472 12.472 12.63 13.379 13.379 13.698 14.089 14.631 15.446 15.446 15.651 16.654 16.654 17.532 17.877 17.877 17.888 19.221 19.221 20.719 22.411 22.412 23.007 23.236 23.236
2.5075 2.6484 3.3159 4.6504 5.1677 5.6147 6.5446 7.1751 7.2454 8.0244 9.0188 9.1991 9.2367 9.422 9.456 9.702 9.8155 9.9331 10.363 10.5 11.05 11.491 11.746 11.881 12.459 12.595 13.281 13.433 13.603 13.643 14.838 15.947 16.059 16.103 16.345 16.545 16.94 17.41 17.491 18.606 19.747 20.311 20.491 22.081 22.213 23.257 23.397 23.747
2.9767 3.6632 4.1406 4.2095 5.956 6.6513 6.6757 7.3761 7.6226 8.875 8.8751 8.9584 8.969 9.4323 9.4324 9.7613 9.9744 9.9744 10.32 10.801 10.801 10.824 11.596 12.472 12.472 12.63 13.379 13.379 13.698 14.089 14.631 15.446 15.446 15.651 16.654 16.654 17.532 17.877 17.877 17.888 19.221 19.221 20.719 22.411 22.412 23.007 23.236 23.236
