4.6891 5.2356 6.0058 6.0216 6.0968 6.7987 6.8255 7.2971 7.4396 7.4396 7.5661 7.7841 7.7841 8.0381 8.0381 8.0675 8.2436 8.2436 8.3597 8.5372 8.7147 8.7147 9.4874 9.5262 9.5262 9.5569 10.395 10.573 10.977 11.143 11.517 11.733 11.733 12.135 12.304 12.323 12.965 12.965 13.059 13.059 13.156 13.327 13.404 13.526 13.526 13.548 13.664 13.664 14.1 14.24 14.24 14.75 14.751 14.916 15.871 15.871 17.198 17.362 17.363 17.89 19.848 20.029 21.854 21.868 21.868 22.005 22.908 22.908 23.219 23.244 23.795 23.795
4.4821 4.8777 5.0577 5.4912 5.844 6.2198 6.843 7.1852 7.7814 7.8054 7.8571 7.9725 8.2119 8.4215 8.5434 8.5753 8.6757 8.7821 8.8016 9.0648 9.0923 9.3244 9.5146 9.5168 9.7265 9.8955 10.303 10.335 10.59 10.744 11.191 11.742 11.958 12.004 12.016 12.382 12.636 12.686 13.026 13.082 13.244 13.255 13.642 13.717 13.807 14.192 14.402 14.794 14.846 15.096 15.405 15.518 15.946 16.434 16.515 16.979 17.763 17.837 18.154 18.658 18.658 18.803 20.257 21.299 21.463 21.845 22.316 22.361 22.702 22.713 22.964 22.99
4.457 4.5129 5.2789 5.3248 5.879 6.1677 6.8437 7.3693 7.4258 7.9102 7.9373 8.1205 8.328 8.3402 8.414 8.6576 8.7826 8.893 9.0145 9.1708 9.4748 9.6447 9.6558 9.8485 9.9639 10.056 10.456 10.849 10.865 11.519 11.535 11.576 11.854 11.903 12.035 12.221 12.418 12.441 12.464 12.706 13.081 13.115 13.805 13.806 14.102 14.275 14.503 14.535 14.732 15.37 15.9 16.207 16.259 16.625 16.829 17.877 18.284 18.527 18.645 18.659 18.942 20.238 20.384 20.417 21.042 21.206 21.565 21.569 21.863 21.875 22.798 22.807
4.4821 4.8777 5.0577 5.4912 5.844 6.2198 6.843 7.1852 7.7814 7.8054 7.8571 7.9725 8.2119 8.4215 8.5434 8.5753 8.6757 8.7821 8.8016 9.0648 9.0923 9.3244 9.5146 9.5168 9.7265 9.8955 10.303 10.335 10.59 10.744 11.191 11.742 11.958 12.004 12.016 12.382 12.636 12.686 13.026 13.082 13.244 13.255 13.642 13.717 13.807 14.192 14.402 14.794 14.846 15.096 15.405 15.518 15.946 16.434 16.515 16.979 17.763 17.837 18.154 18.658 18.658 18.803 20.257 21.299 21.463 21.845 22.316 22.361 22.702 22.713 22.964 22.99
4.6891 5.2356 6.0058 6.0216 6.0968 6.7987 6.8255 7.2971 7.4396 7.4396 7.5661 7.7841 7.7841 8.0381 8.0381 8.0675 8.2436 8.2436 8.3597 8.5372 8.7147 8.7147 9.4874 9.5262 9.5262 9.5569 10.395 10.573 10.977 11.143 11.517 11.733 11.733 12.135 12.304 12.323 12.965 12.965 13.059 13.059 13.156 13.327 13.404 13.526 13.526 13.548 13.664 13.664 14.1 14.24 14.24 14.75 14.751 14.916 15.871 15.871 17.198 17.362 17.363 17.89 19.848 20.029 21.854 21.868 21.868 22.005 22.908 22.908 23.219 23.244 23.795 23.795
6.1609 6.161 6.4571 6.4572 6.7257 6.7259 6.7467 6.7468 6.9812 6.9814 7.2655 7.2656 7.3513 7.3514 7.6702 7.6704 7.9489 7.9491 7.9565 7.9566 8.8711 8.8711 9.842 9.8421 10.702 10.702 11.162 11.162 11.335 11.335 11.407 11.407 11.831 11.831 12.071 12.071 12.399 12.399 12.509 12.509 12.883 12.883 13.105 13.105 13.257 13.258 13.328 13.329 13.629 13.629 13.715 13.715 14.482 14.483 15.397 15.397 17.094 17.094 18.448 18.449 20.615 20.615 21.451 21.451 22.699 22.699 22.745 22.745 23.843 23.843 23.856 23.856
4.4821 4.8777 5.0577 5.4912 5.844 6.2198 6.843 7.1852 7.7814 7.8054 7.8571 7.9725 8.2119 8.4215 8.5434 8.5753 8.6757 8.7821 8.8016 9.0648 9.0923 9.3244 9.5146 9.5168 9.7265 9.8955 10.303 10.335 10.59 10.744 11.191 11.742 11.958 12.004 12.016 12.382 12.636 12.686 13.026 13.082 13.244 13.255 13.642 13.717 13.807 14.192 14.402 14.794 14.846 15.096 15.405 15.518 15.946 16.434 16.515 16.979 17.763 17.837 18.154 18.658 18.658 18.803 20.257 21.299 21.463 21.845 22.316 22.361 22.702 22.713 22.964 22.99
2.6675 3.5534 3.5859 3.8559 4.7355 5.0263 5.3202 5.7282 6.6462 6.8571 7.101 7.5391 7.9611 8.0954 8.7879 8.7879 8.8979 9.0468 9.0468 9.1941 9.1992 9.5023 9.5023 9.5319 9.872 9.872 10.26 10.468 10.468 10.534 10.957 10.957 11.122 11.366 12.014 12.468 12.468 12.555 13.233 13.233 13.252 13.415 13.494 13.494 14.37 14.922 14.973 15.249 15.249 15.752 15.752 15.976 16.712 16.712 16.797 17.537 17.537 17.612 18.485 18.507 18.507 19.306 19.306 20.321 22.195 22.388 22.388 22.979 22.979 23.396 23.396 23.461
2.4088 2.6416 2.9902 3.6283 3.981 4.2389 5.013 5.5163 5.9703 6.2734 6.2935 7.0745 7.7164 8.0221 8.5242 8.645 9.1521 9.1571 9.2245 9.3134 9.3789 9.3898 9.4695 9.6544 9.7414 9.8955 9.9647 10.229 10.28 10.396 10.983 11.009 11.324 11.796 12.027 12.067 12.332 12.555 13.021 13.187 13.225 13.489 13.604 13.837 13.938 14.358 15.3 15.858 15.882 16.145 16.156 16.298 16.371 16.44 16.969 16.995 17.29 17.481 18.208 18.343 19.496 19.701 20.055 20.824 21.746 22.038 22.151 22.998 23.133 23.607 23.777 24.033
2.6675 3.5534 3.5859 3.8559 4.7355 5.0263 5.3202 5.7282 6.6462 6.8571 7.101 7.5391 7.9611 8.0954 8.7879 8.7879 8.8979 9.0468 9.0468 9.1941 9.1992 9.5023 9.5023 9.5319 9.872 9.872 10.26 10.468 10.468 10.534 10.957 10.957 11.122 11.366 12.014 12.468 12.468 12.555 13.233 13.233 13.252 13.415 13.494 13.494 14.37 14.922 14.973 15.249 15.249 15.752 15.752 15.976 16.712 16.712 16.797 17.537 17.537 17.612 18.485 18.507 18.507 19.306 19.306 20.321 22.195 22.388 22.388 22.979 22.979 23.396 23.396 23.461
